question,answer
"সত্যজিৎ কিছু স্কুলের জিনিসপত্র এবং আরও কিছু জিনিসপত্র কিনতে একটি দোকানে গেল।
সে ৪টি কলম কিনেছিল যার প্রতিটির দাম ছিল ১.৫ টাকা,
২টি নোটবুক কিনেছিল যার প্রতিটির দাম ছিল ৪ টাকা,
এবং বন্ড পেপারের একটি রিম কিনেছিল যার দাম ছিল ২০ টাকা।
সে ১৫ টাকার একটি ক্যালকুলেটর এবং ৩০ টাকার একটি ব্যাকপ্যাকও দেখেছিল, কিন্তু সেগুলি না কেনার সিদ্ধান্ত নিয়েছিল।
সত্যজিৎ আসলে যে স্কুলের জিনিসপত্র কিনেছিল তার জন্য কত খরচ করেছিল?
","সত্যজিৎ কলমের জন্য ৪ x ৳১.৫ = ৳<<৪*১.৫=৬>>৬ খরচ করেছেন।

তিনি নোটবুকের জন্য ২ x ৳৪ = ৳<<২*৪=৮>>৮ খরচ করেছেন।

অতএব, সত্যজিৎ স্কুলের জিনিসপত্রের জন্য মোট ৳৬ + ৳৮ + ৳২০ = ৳<<৬+৮+২০=৩৪>>৩৪ খরচ করেছেন।

####৩৪"
"সত্যজিৎ কিছু স্কুলের জিনিসপত্র কিনতে গিয়েছিল। সে বেশ কয়েকটি কলম কিনেছিল যার প্রতিটির দাম ছিল ১.৫ টাকা,
দুটি নোটবুক যার দাম ছিল ৪ টাকা,
এবং বন্ড পেপারের একটি রিম কিনেছিল যার দাম ছিল ২০ টাকা।
সত্যজিৎ সবকিছুর জন্য কত খরচ করেছিল?
","সত্যজিৎ কতগুলো কলম কিনেছে আমরা জানি না।

####কোনোটিই নয়
"
"নাহিয়ান পুকুরে পনেরোটি ব্যাঙ সাঁতার কাটতে দেখছে। হঠাৎ সে দেখতে পাচ্ছে তাদের মধ্যে আটটি পদ্মের তলদেশ থেকে বেরিয়ে আসছে, তারপর সে দেখতে পাচ্ছে তাদের মধ্যে তিনটি একটি পাথরের নীচে লুকিয়ে আছে। নাহিয়ান এখন পুকুরে কতটি ব্যাঙ দেখতে পাচ্ছে?","যখন লুকানো ব্যাঙগুলো বেরিয়ে আসে, নাহিয়ান ১৫ + ৮ = ২৩টি ব্যাঙ সাঁতার কাটতে দেখে।
কিছুটা পাথরের নিচে লুকিয়ে থাকার পর, সে এখন ২৩ - ৩ = ২০টি ব্যাঙ সাঁতার কাটতে দেখে।

####২০"
"নাহিয়ান পুকুরে ১১০টি ব্যাঙ সাঁতার কাটতে দেখছে। হঠাৎ সে দেখতে পাচ্ছে তাদের মধ্যে ৬০টি পদ্মের তলদেশ থেকে বেরিয়ে আসছে, তারপর সে দেখতে পাচ্ছে তাদের মধ্যে ২০টি একটি পাথরের নীচে লুকিয়ে আছে। নাহিয়ান এখন পুকুরে কতটি ব্যাঙ দেখতে পাচ্ছে?","যখন লুকানো ব্যাঙগুলো বেরিয়ে আসে, নাহিয়ান ১১০ + ৬০ = <<১১০+৬০=১৭০>>১৭০টি ব্যাঙ সাঁতার কাটতে দেখে।
কিছুটা পাথরের নিচে লুকানোর পর, সে এখন ১৭০ - ২০ = <<১৭০-২০=১৫০>>১৫০টি ব্যাঙ সাঁতার কাটতে দেখে।

####১৫০টি"
"নাহিয়ান পুকুরে সাঁতার কাটতে থাকা দশটি ব্যাঙের ১.১ বার দেখে। হঠাৎ সে দেখতে পায় তাদের দশজনের মধ্যে ৩/৫টি পদ্মের তল থেকে বেরিয়ে আসছে, তারপর সে দেখতে পায় তাদের মধ্যে ২টি একটি পাথরের নীচে লুকিয়ে আছে। নাহিয়ান এখন পুকুরে কতটি ব্যাঙ দেখতে পাচ্ছে?
","যখন লুকানো ব্যাঙগুলো বেরিয়ে আসে, নাহিয়ান দেখতে পায় ১.১ * ১০ + ৩/৫ * ১০ = <<১.১১০+৩/৫১০=১৭>>১৭টি ব্যাঙ সাঁতার কাটছে।
কিছুটা পাথরের নিচে লুকানোর পর, সে এখন ১৭ - ২টি দেখতে পায় = <<১৭-২=১৫>>১৫টি ব্যাঙ সাঁতার কাটছে।

####১৫"
"নাহিয়ান পুকুরে ১১টি ব্যাঙ সাঁতার কাটতে দেখে। হঠাৎ সে দেখতে পায় তাদের মধ্যে ৬টি পদ্মের তলদেশ থেকে বেরিয়ে আসছে, তারপর সে দেখতে পায় তাদের মধ্যে ২টি একটি পাথরের নীচে লুকিয়ে আছে। কিছুক্ষণ পরে, নলখাগড়া থেকে আরও ৩টি ব্যাঙ বেরিয়ে আসে। নাহিয়ান এখন পুকুরে কতটি ব্যাঙ দেখতে পাচ্ছে?
","নাহিয়ান ১১টি ব্যাঙ দিয়ে শুরু করে। যখন আরও ৬টি বের হয়, তখন তার কাছে ১১ + ৬ = ১৭টি ব্যাঙ থাকে।
তারপর ২টি লুকিয়ে থাকে, অর্থাৎ তার কাছে ১৭ - ২ = ১৫টি ব্যাঙ থাকে।
যখন আরও ৩টি বের হয়, তখন তার কাছে ১৫ + ৩ = ১৮টি ব্যাঙ থাকে।

####১৮"
"নাহিয়ান পুকুরে এগারোটি ব্যাঙ সাঁতার কাটতে দেখল। হঠাৎ সে দেখতে পেল তাদের মধ্যে ছয়টি জলকণার নীচ থেকে বেরিয়ে আসছে, এবং তারপর সে দেখতে পেল তাদের মধ্যে কতজন পাথরের নীচে লুকিয়ে আছে। নাহিয়ান যদি এখন পুকুরে পনেরোটি ব্যাঙ দেখতে পায়, তাহলে কতজন লুকিয়ে আছে?
","নাহিয়ান প্রথমে ১১টি ব্যাঙ দেখতে পান। আরও ৬টি বের হলে মোট ১১ + ৬ = ১৭টি ব্যাঙ হয়।
কিছু লুকানোর পর, ১৫টি ব্যাঙ অবশিষ্ট থাকে।
তাহলে, ১৭ - ১৫ = ২টি ব্যাঙ লুকানো থাকে।

####২"
"নাহিয়ান পুকুরে এগারোটি ব্যাঙ দেখতে পান। হঠাৎ করেই, একটি পদ্মের তলদেশ থেকে আরও ছয়টি ব্যাঙ বেরিয়ে আসে, কিন্তু তারপর তাদের মধ্যে দুইটি একটি পাথরের নীচে লুকিয়ে থাকে। এই মুহূর্তে পুকুরে নাহিয়ান কতটি ব্যাঙ দেখতে পান?","যখন লুকানো ব্যাঙগুলো বেরিয়ে আসে, নাহিয়ান ১১ + ৬ = <<১১+৬=১৭>>১৭টি ব্যাঙ সাঁতার কাটতে দেখে।
কিছুটা পাথরের নিচে লুকানোর পর, সে এখন ১৭ - ২টি = <<১৭-২=১৫>>১৫টি ব্যাঙ সাঁতার কাটতে দেখে।

####১৫"
"নাহিয়ান একটি পুকুরে এগারোটি ব্যাঙ সাঁতার কাটতে দেখছে। হঠাৎ সে দেখতে পায় পুকুরের উপরে একটি ফড়িং উড়ছে, কিন্তু ব্যাঙগুলোকে বিরক্ত না করে দ্রুত উড়ে যায়। তারপর, সে দেখতে পায় একটি পদ্মপাতার নিচ থেকে আরও ছয়টি ব্যাঙ বেরিয়ে আসছে, যা তাকে উত্তেজিত করে তোলে। সে যখন দেখে, তখন দেখতে পায় জলের উপর ভাসমান একটি পাতা আছে, কিন্তু এটি ব্যাঙদের প্রভাবিত করে না। কিছুক্ষণ পরে, সে দেখতে পায় দুইটি ব্যাঙ একটি পাথরের নীচে লুকিয়ে আছে। ড্রাগনফ্লাই এবং ভাসমান পাতা থাকা সত্ত্বেও, নাহিয়ান এখন পুকুরে কতটি ব্যাঙ দেখতে পাচ্ছে?
","যখন লুকানো ট্যাডপোলগুলো বেরিয়ে আসে, ফিন ১১ + ৬ = <<১১+৬=১৭>>১৭টি ট্যাডপোল সাঁতার কাটতে দেখে।
কিছুটা পাথরের নিচে লুকানোর পর, সে এখন ১৭ - ২ = <<১৭-২=১৫>>১৫টি ট্যাডপোল সাঁতার কাটতে দেখে।

####১৫"
"নাহিয়ান পুকুরে কিছু ব্যাঙ সাঁতার কাটতে দেখছে। হঠাৎ সে দেখতে পাচ্ছে তাদের মধ্যে ৬টি পদ্মপাতার তলদেশ থেকে বেরিয়ে আসছে, তারপর সে দেখতে পাচ্ছে তাদের মধ্যে ২টি একটি পাথরের নীচে লুকিয়ে আছে। নাহিয়ান এখন পুকুরে কতটি ব্যাঙ দেখতে পাচ্ছে?","""আমরা জানি না ফিন পুকুরে কতগুলো ব্যাঙ সাঁতার কাটতে দেখে।
#### কোনোটিই নয়"""
"সোমবার একটি জলাধারের গভীরতা ২০ ফুট। মঙ্গলবার, ট্যাঙ্কে ৪ ফুট বেশি জল ছিল। বুধবার, জলের গভীরতা মঙ্গলবারের তুলনায় দুই-তৃতীয়াংশ। বুধবার ট্যাঙ্কের জলের গভীরতা কত?","মঙ্গলবার ট্যাঙ্কে ২০+৪ = <<২০+৪=২৪>>২৪ ফুট জল ছিল।

২৪/৩ = ৮। বুধবার ট্যাঙ্কে ২*৮ = ১৬ ফুট জল ছিল।
#### ১৬"
"সোমবার একটি জলাধারের গভীরতা ১৭০ ফুট। মঙ্গলবার জলাধারে ৭০ ফুট বেশি জল ছিল। বুধবার, জলের গভীরতা মঙ্গলবারের তুলনায় দুই-তৃতীয়াংশ। বুধবার জলাধারের জলের গভীরতা কত?","মঙ্গলবার পানির গভীরতা ১৭০ ফুট + ৭০ ফুট = ২৪০ ফুট।

তাহলে, বুধবার পানির গভীরতা ২/৩ * ২৪০ ফুট = ১৬০ ফুট।
#### ১৬০"
"সোমবার একটি জলাধারের গভীরতা ছিল ১৭.৫ ফুট। মঙ্গলবার, ট্যাঙ্কে ৯.৫ ফুট বেশি জল ছিল। বুধবার, জলের গভীরতা মঙ্গলবারের তুলনায় দুই-তৃতীয়াংশ। বুধবার ট্যাঙ্কের জলের গভীরতা কত?","মঙ্গলবার ট্যাঙ্কে ১৭.৫+৯.৫ = <<১৭.৫+৯.৫=২৭>>২৭ ফুট জল ছিল।

২৭/৩ = ৯। বুধবার ট্যাঙ্কে ২*৯ = ১৮ ফুট জল ছিল।
#### ১৮"
"সোমবার একটি জলাধারের গভীরতা ১৭ ফুট। মঙ্গলবার, সোমবারের তুলনায় ট্যাঙ্কে ৭ ফুট বেশি জল ছিল। তবে, বুধবার, জলের গভীরতা মঙ্গলবারের তুলনায় দুই-তৃতীয়াংশ। বৃহস্পতিবার, ট্যাঙ্কের জলের গভীরতা মঙ্গলবার এবং বুধবারের গভীরতার পার্থক্যের অর্ধেক বৃদ্ধি পেয়েছে। বৃহস্পতিবার ট্যাঙ্কের জলের গভীরতা কত?","মঙ্গলবার, ট্যাঙ্কে ১৭ + ৭ = ২৪ ফুট জল ছিল।

বুধবার, ট্যাঙ্কে ২/৩ * ২৪ = ১৬ ফুট জল ছিল।

মঙ্গলবার এবং বুধবারের গভীরতার মধ্যে পার্থক্য ২৪ - ১৬ = ৮ ফুট।

বৃহস্পতিবার, ট্যাঙ্কের জলের গভীরতা ১/২ * ৮ = ৪ ফুট বৃদ্ধি পেয়েছে।

সুতরাং, বৃহস্পতিবার ট্যাঙ্কের জলের গভীরতা ১৬ + ৪ = ২০ ফুট।

#### ২০"
"মঙ্গলবার, ট্যাঙ্কটি আরও সাত ফুট জলে পূর্ণ হয়েছিল। বুধবারের জলের গভীরতা মঙ্গলবারের দুই-তৃতীয়াংশ ছিল। বুধবার যদি ট্যাঙ্কের জলের গভীরতা 16 হয়, তাহলে সোমবারের জলের গভীরতা কত?","বুধবার, ট্যাঙ্কে ১৬ ফুট ছিল, যা মঙ্গলবারের দুই-তৃতীয়াংশ। সুতরাং, মঙ্গলবার, ট্যাঙ্কে ১৬ ফুট/(২/৩) = ২৪ ফুট জল ছিল।

মঙ্গলবার থেকে, ট্যাঙ্কটি আরও সাত ফুট জলে পূর্ণ হয়েছিল।

সুতরাং, সোমবার ট্যাঙ্কে ২৪ ফুট -৭ = ১৭ ফুট জল ছিল।

#### ১৭"
"সোমবার, একটি জলাশয়ের গভীরতা ১৭ ফুট ছিল। পরের দিন, জলস্তর আরও ৭ ফুট বৃদ্ধি পায়। বুধবারের মধ্যে, জলস্তর মঙ্গলবারের গভীরতার দুই-তৃতীয়াংশে নেমে আসে। বুধবার ট্যাঙ্কের জলস্তরের গভীরতা কত?","মঙ্গলবার ট্যাঙ্কে ১৭+৭ = <<১৭+৭=২৪>>২৪ ফুট জল ছিল।

২৪/৩ = ৮। বুধবার ট্যাঙ্কে ২*৮ = ১৬ ফুট জল ছিল।
#### ১৬"
"সোমবার একটি জলাধারের গভীরতা ১৭ ফুট। মঙ্গলবার, ট্যাঙ্কে ৭ ফুট বেশি জল ছিল। বুধবার, পানির গভীরতা মঙ্গলবারের তুলনায় দুই-তৃতীয়াংশ। বৃহস্পতিবার, ট্যাঙ্কে ৩ ফুট কম জল ছিল। বুধবার ট্যাঙ্কের পানির গভীরতা কত?","মঙ্গলবার ট্যাঙ্কে ১৭+৭ = <<১৭+৭=২৪>>২৪ ফুট জল ছিল।

২৪/৩ = ৮। বুধবার ট্যাঙ্কে ২*৮ = ১৬ ফুট জল ছিল।
#### ১৬"
"সোমবার একটি জলাধারের গভীরতা ১৭ ফুট। মঙ্গলবার, ট্যাঙ্কে আরও জল ছিল। বুধবার, জলের গভীরতা মঙ্গলবারের তুলনায় দুই-তৃতীয়াংশ। বুধবার ট্যাঙ্কের জলের গভীরতা কত?","আমরা জানি না মঙ্গলবার ট্যাঙ্কে আর কত ফুট জল ছিল।
#### কিছুই নেই"
"নিলয় এবং আশিস আজ সমুদ্র সৈকতে গিয়েছিলেন।
নিলয় ১৫টি তারামাছ, ৮টি সমুদ্র ঘোড়া এবং ৪টি ক্লাউনফিশ ধরেছিলেন।
অন্যদিকে আশিস নিলয়ের চেয়ে ৭টি কম তারামাছ, নিলয়ের চেয়ে ৪টি কম সমুদ্র ঘোড়া এবং নিলয়ের চেয়ে ৩টি বেশি ক্লাউনফিশ ধরেছিলেন।
তারা কতটি মাছ ধরতে পেরেছিল?","নিলয় মোট ১৫টি স্টারফিশ + ৮টি সামুদ্রিক ঘোড়া + ৪টি ক্লাউনফিশ = ২৭টি মাছ ধরেছে।

আশিস ১৫টি স্টারফিশ ধরেছে − ৭ = ৮টি স্টারফিশ।

আশিস ৮টি সামুদ্রিক ঘোড়া ধরেছে − ৪ = ৪টি সামুদ্রিক ঘোড়া।

আশিস ৪টি ক্লাউনফিশ + ৩ = ৭টি ক্লাউনফিশ ধরেছে।

তাহলে, আশিস মোট ৮টি স্টারফিশ + ৪টি সামুদ্রিক ঘোড়া + ৭টি ক্লাউনফিশ = ১৯টি মাছ ধরেছে।

অতএব, নিলয় এবং আশিস মোট ২৭টি মাছ + ১৯টি মাছ = ৪৬টি মাছ ধরেছে।

####৪৬"
"নিলয় এবং আশিস সমুদ্র সৈকতে তাদের দিন কাটানোর সিদ্ধান্ত নিল। নিলয় ১০০টি স্টারফিশ, ৬০টি সামুদ্রিক ঘোড়া এবং ৩০টি ক্লাউনফিশ ধরতে সক্ষম হল। অন্যদিকে, আশিস নিলয়ের চেয়ে ৫০টি কম স্টারফিশ, নিলয়ের চেয়ে ৩০টি কম সামুদ্রিক ঘোড়া এবং নিলয়ের চেয়ে ২০টি বেশি ক্লাউনফিশ ধরল। তারা কতটি মাছ ধরতে পেরেছিল?","নিলয় ১০০টি তারামাছ + ৬০টি সমুদ্র ঘোড়া + ৩০টি ক্লাউনফিশ = ১৯০টি মাছ ধরেছে।

আশিস ১০০টি তারামাছ ধরেছে − ৫০ = ৫০টি তারামাছ।

আশিস ৬০টি সমুদ্র ঘোড়া ধরেছে − ৩০ = ৩০টি সমুদ্র ঘোড়া।

আশিস ৩০টি ক্লাউনফিশ + ২০ = ৫০টি ক্লাউনফিশ ধরেছে।

তাহলে, আশিস ৫০টি তারামাছ + ৩০টি সমুদ্র ঘোড়া + ৫০টি ক্লাউনফিশ = ১৩০টি মাছ ধরেছে।

অতএব, তারা মোট যত মাছ ধরতে পেরেছে তার সংখ্যা হল ১৯০টি মাছ + ১৩০টি মাছ = ৩২০টি মাছ।

####৩২০"
"নিলয় এবং আশিস আজ সমুদ্র সৈকতে গিয়েছিলেন। নিলয় একশোটি স্টারফিশের মধ্যে ১/১০টি, দশটি সামুদ্রিক ঘোড়ার মধ্যে ৩/৫টি এবং ৩টি ক্লাউনফিশ ধরেছিলেন। অন্যদিকে আশিস নিলয়ের চেয়ে ৫টি কম স্টারফিশ, নিলয়ের চেয়ে ৩টি কম সামুদ্রিক ঘোড়া এবং নিলয়ের চেয়ে ২টি বেশি ক্লাউনফিশ ধরেছিলেন। তারা কতটি মাছ ধরতে পেরেছিল?
","লোকসিন ১/১০ × ১০০ − ৫ = <<১/১০*১০০-৫=৫>>৫টি তারামাছ ধরেছে।

তারা ১/১০ × ১০০ + ৫ = <<১/১০*১০০+৫=১৫>>১৫টি তারামাছ ধরেছে।

লোকসিন ৩/৫ × ১০ − ৩ = <<৩/৫১০-৩=৩>>৩টি সমুদ্রঘোড়া ধরেছে।
তারা ৩/৫ × ১০ + ৩ = <<৩/৫১০+৩=৯>>৯টি সমুদ্রঘোড়া ধরেছে।
লোকসিন ৩ + ২ = <<৩+২=৫>>৫টি ক্লাউনফিশ ধরেছে।
তাই, তারা ৩ + ৫ = <<৩+৫=৮>>৮টি ক্লাউনফিশ ধরেছে।

অতএব, আনাকিন এবং লোকসিন মোট ১৫ + ৯ + ৮ = <<১৫+৯+৮=৩২>>৩২টি মাছ ধরতে সক্ষম হয়েছিল।

####৩২"
"নিলয় এবং আশিস আজ সমুদ্র সৈকতে গিয়েছিলেন। নিলয় ১০টি তারামাছ, ৬টি সমুদ্র ঘোড়া, ১৫টি গোল্ডফিশ এবং ৩টি ক্লাউনফিশ ধরেছিলেন। অন্যদিকে আশিস নিলয়ের চেয়ে ৫টি কম তারামাছ, নিলয়ের চেয়ে ৩টি কম সমুদ্র ঘোড়া এবং নিলয়ের চেয়ে ২টি বেশি ক্লাউনফিশ ধরেছিলেন। তারা কতটি মাছ ধরতে পেরেছিল?
","লোকসিন ১০ - ৫ = <<১০-৫=৫>>৫টি তারামাছ ধরেছে।
তারা ১০ + ৫ = <<১০+৫=১৫>>১৫টি তারামাছ ধরেছে।
লোকসিন ৬ - ৩ = <<৬-৩=৩>>৩টি সমুদ্রঘোড়া ধরেছে।
তারা ৬ + ৩ = <<৬+৩=৯>>৯টি সমুদ্রঘোড়া ধরেছে।
লোকসিন ৩ + ২ = <<৩+২=৫>>৫টি ক্লাউনফিশ ধরেছে।
তাই, তারা ৩ + ৫ = <<৩+৫=৮>>৮টি ক্লাউনফিশ ধরেছে।
অতএব, আনাকিন এবং লোকসিন মোট ১৫ + ৯ + ৮ = <<১৫+৯+৮=৩২>>৩২টি মাছ ধরতে সক্ষম হয়েছেন।

####৩২"
"নিলয় এবং আশিস আজ সমুদ্র সৈকতে গিয়েছিলেন। নিলয় ১০টি স্টারফিশ, ছয়টি সামুদ্রিক ঘোড়া এবং তিনটি ক্লাউনফিশ ধরেছিলেন। আশিস নিলয়ের চেয়ে পাঁচটি স্টারফিশ কম এবং নিলয়ের চেয়ে তিনটি কম সামুদ্রিক ঘোড়া ধরেছিলেন। তারা মোট ৩২টি মাছ ধরেছিলেন। আশিস নিলয়ের চেয়ে কতটি ক্লাউনফিশ বেশি ধরেছিলেন?
","নিলয় মোট ১০টি তারামাছ + ৬টি সমুদ্রঘোড়া + ৩টি ক্লাউনফিশ = ১৯টি সমুদ্র প্রাণী ধরেছে।

তাহলে, আশিস মোট ৩২ - ১৯ = ১৩টি সমুদ্র প্রাণী ধরেছে।

আশিস ১০টি তারামাছ থেকে ৫ কম ধরেছে = ৫টি তারামাছ।

আশিস ৬টি সমুদ্রঘোড়া থেকে ৩ কম ধরেছে = ৩টি সমুদ্রঘোড়া।

তাহলে, আশিস ১৩ - ৫ - ৩ = ৫টি ক্লাউনফিশ ধরেছে, যা নিলয়ের চেয়ে ৫ - ৩ = ২টি ক্লাউনফিশ বেশি।

####২
"
"আজ, নিলয় এবং আশিস সমুদ্রতীরে একটা দিন কাটালেন। নিলয় ১০টি স্টারফিশ, ৬টি সামুদ্রিক ঘোড়া এবং ৩টি ক্লাউনফিশ ধরতে সক্ষম হলেন। অন্যদিকে, আশিস এমন কিছু স্টারফিশ ধরেছেন যা নিলয়ের চেয়ে ৫টি কম, অনেক সামুদ্রিক ঘোড়া নিলয়ের চেয়ে ৩টি কম এবং অনেক ক্লাউনফিশ ধরেছেন যা নিলয়ের চেয়ে ২টি বেশি। আপনি কি মোট কত মাছ ধরেছেন তা হিসাব করতে পারবেন?
","আশিস ১০ - ৫ = <<১০-৫=৫>>৫টি তারামাছ ধরেছে।
তারা ১০ + ৫ = <<১০+৫=১৫>>১৫টি তারামাছ ধরেছে।
আশিস ৬ - ৩ = <<৬-৩=৩>>৩টি সমুদ্রঘোড়া ধরেছে।
তারা ৬ + ৩ = <<৬+৩=৯>>৯টি সমুদ্রঘোড়া ধরেছে।
আশিস ৩ + ২ = <<৩+২=৫>>৫টি ক্লাউনফিশ ধরেছে।
তাহলে তারা ৩ + ৫ = <<৩+৫=৮>>৮টি ক্লাউনফিশ ধরেছে।
অতএব, নিলয় এবং আশিস মোট ১৫ + ৯ + ৮ = <<১৫+৯+৮=৩২>>৩২টি মাছ ধরতে সক্ষম হয়েছেন।

####৩২"
"নিলয় এবং আশিস আজ সমুদ্র সৈকতে একটি বন্ধুত্বপূর্ণ প্রতিযোগিতা করার সিদ্ধান্ত নিয়েছে। নিলয় তার দ্রুত প্রতিফলনের মাধ্যমে ১০টি তারামাছ, ৬টি সমুদ্র ঘোড়া এবং ৩টি ক্লাউনফিশ ধরতে সক্ষম হয়েছে। এদিকে, আশিস, যিনি এক মুহূর্তের জন্য সুন্দর সূর্যাস্ত দেখে বিভ্রান্ত হয়েছিলেন, নিলয়ের চেয়ে ৫টি কম তারামাছ, নিলয়ের চেয়ে ৩টি কম সমুদ্র ঘোড়া এবং নিলয়ের চেয়ে ২টি বেশি ক্লাউনফিশ ধরেছে। তাদের প্রতিযোগিতার মাঝখানে, একটি সীগাল ঝাঁপিয়ে পড়ে এবং নিলয়ের কাছ থেকে ২টি তারামাছ এবং আশিসের কাছ থেকে ১টি সমুদ্র ঘোড়া চুরি করে নিয়ে যায়, কিন্তু তারা সেগুলো ধরে ফেলতে সক্ষম হয়েছে। তারা মোট কতটি মাছ ধরতে সক্ষম হয়েছে?
","আশিস ধরেছে ১০ - ৫ = <<১০-৫=৫>>৫ স্টারফিশ।
তারা ধরেছে ১০ + ৫ = <<১০+৫=১৫>>১৫ স্টারফিশ।
আশিস ধরেছে ৬ - ৩ = <<৬-৩=৩>>৩ সামুদ্রিক ঘোড়া।
তারা ধরেছে ৬ + ৩ = <<৬+৩=৯>>৯ সামুদ্রিক ঘোড়া।
আশিস ধরেছে ৩ + ২ = <<৩+২=৫>>৫ ক্লাউনফিশ।
তাহলে তারা ধরেছে ৩ + ৫ = <<৩+৫=৮>>৮ ক্লাউনফিশ।
অতএব, নিলয় এবং আশিস মোট ১৫ + ৯ + ৮ = <<১৫+৯+৮=৩২>>৩২টি মাছ ধরতে সক্ষম হয়েছিল।

####৩২"
"নিলয় এবং আশিস আজ সমুদ্র সৈকতে গিয়েছিলেন। নিলয় কিছু স্টারফিশ, ৬টি সামুদ্রিক ঘোড়া এবং ৩টি ক্লাউনফিশ ধরেছিলেন। অন্যদিকে আশিস নিলয়ের চেয়ে ৫টি কম স্টারফিশ, নিলয়ের চেয়ে ৩টি কম সামুদ্রিক ঘোড়া এবং নিলয়ের চেয়ে ২টি বেশি ক্লাউনফিশ ধরেছিলেন। তারা কতটি মাছ ধরতে পেরেছিল?
","আমরা জানি না আনাকিন কত তারামাছ ধরেছে। 
#### কোনোটিই নয়   "
"যদি এক ব্যাগ মার্বেলের দাম ৳৩০ হয় এবং প্রতি তিন মাস অন্তর মূল দামের ১৫% বৃদ্ধি পায়, তাহলে ২৪ মাস পর এক ব্যাগ মার্বেলের দাম কত হাগ","যখন মার্বেলের ব্যাগের দাম ৩০% বৃদ্ধি পায়, তখন দাম ১৫/১০০*৩০ = ৳৪.৫ বৃদ্ধি পায়।
যদি প্রতি তিন মাস পর দাম বৃদ্ধি পায়, ২৪ মাসে, তাহলে ২৪/৩ = ৮ গুণ বৃদ্ধি পাবে।

যদি প্রতিটি বৃদ্ধি ৳৪.৫ হয়, তাহলে ২৪ মাস পর মার্বেলের ব্যাগের দাম মোট ৮*৳৪.৫ = ৳৩৬ বৃদ্ধি পাবে।
২৪ মাস পর মার্বেলের ব্যাগের দাম মোট বৃদ্ধির পর, মোট খরচ হবে ৳৩০ + ৳৩৬ = ৳৬৬।

####৬৬"
"যদি এক ব্যাগ মার্বেলের দাম ৳২০০০ হয় এবং প্রতি দুই মাসে দাম মূল দামের ২০% বৃদ্ধি পায়, তাহলে ৩৬০ মাস পরে এক ব্যাগ মার্বেলের দাম কত হবে?","যখন মার্বেলের ব্যাগের দাম ২০% বৃদ্ধি পায়, তখন দাম ২০/১০০*২০০০ = ৳৪০০ বৃদ্ধি পায়।
যদি প্রতি দুই মাস পর দাম বৃদ্ধি পায়, ৩৬০ মাসে, তাহলে তা ৩৬০/২ = ১৮০ গুণ বৃদ্ধি পাবে।

যদি প্রতিটি বৃদ্ধি ৳৪০০ হয়, তাহলে ৩৬০ মাস পর মার্বেলের ব্যাগের দাম মোট বৃদ্ধি পাবে ১৮০*৳৪০০ = ৳৭২০০০।
৩৬০ মাস পর মার্বেলের ব্যাগের দাম মোট বৃদ্ধির পর, মোট খরচ হবে ৳২০০০ + ৳৭২০০০ = ৳৭৪০০০।

####৭৪০০০"
"যদি এক ব্যাগ মার্বেলের দাম ৳২০.৫ হয় এবং প্রতি দুই মাস অন্তর মূল দামের ২০% বৃদ্ধি পায়, তাহলে ৩৬ মাস পর এক ব্যাগ মার্বেলের দাম কত হবে?
","যখন মার্বেলের ব্যাগের দাম ২০% বৃদ্ধি পায়, তখন দাম ২০%*২০.৫ = ৳৪.১
যদি প্রতি দুই মাস পর দাম বৃদ্ধি পায়, ৩৬ মাসে, তাহলে তা ৩৬/২ = ১৮ গুণ বৃদ্ধি পাবে।

যদি প্রতিটি বৃদ্ধি ৳৪.১ হয়, তাহলে ৩৬ মাস পর মার্বেলের ব্যাগের দাম মোট বৃদ্ধি পাবে ১৮*৳৪.১ = ৳৭৩.৮
৩৬ মাস পর মার্বেলের ব্যাগের দাম মোট বৃদ্ধির পর, মোট খরচ হবে ৳২০.৫ + ৳৭৩.৮ = ৳৯৪.৩

####৯৪.৩"
"এক ব্যাগ মার্বেলের দাম ৳২০, প্রতি দুই মাস অন্তর ২০ শতাংশ করে দাম বৃদ্ধি পায়। তবে, ৩৬ মাস পর, বার্ষিক বিক্রয়ের কারণে, দোকানটি ১০% ছাড় দেওয়ার সিদ্ধান্ত নিয়েছে, তাহলে ৩৬ মাস পর, এক ব্যাগ মার্বেলের দাম কত হবে?
","যখন মার্বেলের ব্যাগের দাম ২০% বৃদ্ধি পায়, তখন দাম ২০/১০০*২০ = ৳৪ বৃদ্ধি পায়।
যদি প্রতি দুই মাস পর দাম বৃদ্ধি পায়, ৩৬ মাসে, তাহলে ৩৬/২ = ১৮ গুণ বৃদ্ধি পাবে।

যদি প্রতিটি বৃদ্ধি ৳৪ হয়, তাহলে ৩৬ মাস পর মার্বেলের ব্যাগের দাম মোট বৃদ্ধি পাবে ১৮*৳৪ = ৳৭২।
৩৬ মাস পর মার্বেলের ব্যাগের দাম মোট বৃদ্ধির পর, মোট খরচ হবে ৳২০ + ৳৭২ = ৳৯২।
যেহেতু দোকানটি ১০% ছাড় দেওয়ার সিদ্ধান্ত নিয়েছে, তার মানে হল এক ব্যাগ মার্বেলের দাম ৯২*(১-১০%) = ৳৮২.৮।

####৮২.৮"
